what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317338479289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317338480577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317338951720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1317338959748
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1317338961415
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317338978471
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317338981831
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317338982267
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317338983955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317338999232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317339008350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317339010765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317339024515
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317339025931
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317339026407
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317339026774
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317339027140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317339027563
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317339027933
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317339028280
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1317339028653
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317339029861
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317339031355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317339031934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317339032680
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317339033260
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317339034232
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317343423119
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317343427615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317345558306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317345559610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317346887844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317346895035
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317403694071
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317403696590
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317405597475
executed,command,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui.commands.RunLast",1317405616411
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317405617076
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317405633776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317405634731
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317410062624
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317410064472
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317410427309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317410429167
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317413362053
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317413362900
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317413365731
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317413366033
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1317413367259
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1317413367277
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1317413367290
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1317413367306
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1317413367355
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1317413367366
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1317413367366
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1317413367366
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1317413367415
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1317413367455
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1317413367461
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1318440565524
started,bundle,org.eclipse.osgi,3.7.1.R37x_v20110808-1106,"org.eclipse.osgi",1318440565526
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110502-1955,"org.eclipse.equinox.simpleconfigurator",1318440565526
started,bundle,com.ibm.icu,4.4.2.v20110208,"com.ibm.icu",1318440565527
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1318440565527
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1318440565527
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1318440565528
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1318440565528
started,bundle,org.eclipse.core.filebuffers,3.5.200.v20110505-0800,"org.eclipse.core.filebuffers",1318440565529
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1318440565530
started,bundle,org.eclipse.core.jobs,3.5.100.v20110404,"org.eclipse.core.jobs",1318440565530
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1318440565531
started,bundle,org.eclipse.core.resources,3.7.100.v20110510-0712,"org.eclipse.core.resources",1318440565531
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1318440565531
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1318440565532
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1318440565533
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1318440565533
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1318440565533
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1318440565534
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1318440565535
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1318440565535
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1318440565535
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1318440565536
started,bundle,org.eclipse.equinox.app,1.3.100.v20110321,"org.eclipse.equinox.app",1318440565536
started,bundle,org.eclipse.equinox.common,3.6.0.v20110523,"org.eclipse.equinox.common",1318440565536
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1318440565537
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1318440565538
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1318440565538
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1318440565539
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1318440565539
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1318440565539
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1318440565540
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1318440565540
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1318440565541
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1318440565541
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1318440565541
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1318440565542
started,bundle,org.eclipse.equinox.preferences,3.4.1.R37x_v20110725,"org.eclipse.equinox.preferences",1318440565542
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1318440565543
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1318440565554
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1318440565554
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1318440565555
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1318440565556
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1318440565556
started,bundle,org.eclipse.jdt.core,3.7.1.v_B76_R37x,"org.eclipse.jdt.core",1318440565556
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1318440565557
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1318440565557
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1318440565558
started,bundle,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui",1318440565558
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1318440565558
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1318440565559
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1318440565559
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1318440565560
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1318440565561
started,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1318440565561
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.2.v20110903-0100,"org.eclipse.mylyn.bugzilla.core",1318440565562
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1318440565562
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1318440565563
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1318440565563
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1318440565564
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1318440565564
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1318440565566
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1318440565566
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui",1318440565567
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1318440565567
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1318440565568
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1318440565568
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1318440565569
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1318440565569
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1318440565570
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1318440565571
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1318440565571
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1318440565571
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1318440565572
started,bundle,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.ide",1318440565573
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1318440565574
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1318440565575
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1318440565575
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1318440565576
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1318440565576
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1318440565577
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1318440565577
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1318440565577
started,bundle,proclipsing.core,0.2.7,"proclipsing.core",1318440565578
os,sysinfo,,,"macosx",1318440565581
arch,sysinfo,,,"x86_64",1318440565581
ws,sysinfo,,,"cocoa",1318440565581
locale,sysinfo,,,"en_US",1318440565581
processors,sysinfo,,,"8",1318440565581
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1318440565581
java.runtime.version,sysinfo,,,"1.6.0_26-b03-384-10M3425",1318440565581
java.specification.name,sysinfo,,,"Java Platform API Specification",1318440565581
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318440565581
java.specification.version,sysinfo,,,"1.6",1318440565581
java.vendor,sysinfo,,,"Apple Inc.",1318440565581
java.version,sysinfo,,,"1.6.0_26",1318440565581
java.vm.info,sysinfo,,,"mixed mode",1318440565581
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1318440565581
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1318440565581
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1318440565581
