what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1317245296294
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1317245296294
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1317245296294
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1317245296295
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1317245296295
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1317245296295
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1317245296295
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1317245296295
os,sysinfo,,,"macosx",1317245296298
arch,sysinfo,,,"x86_64",1317245296298
ws,sysinfo,,,"cocoa",1317245296298
locale,sysinfo,,,"en_US",1317245296298
processors,sysinfo,,,"8",1317245296298
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1317245296298
java.runtime.version,sysinfo,,,"1.6.0_26-b03-384-10M3425",1317245296298
java.specification.name,sysinfo,,,"Java Platform API Specification",1317245296298
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1317245296298
java.specification.version,sysinfo,,,"1.6",1317245296298
java.vendor,sysinfo,,,"Apple Inc.",1317245296298
java.version,sysinfo,,,"1.6.0_26",1317245296298
java.vm.info,sysinfo,,,"mixed mode",1317245296298
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1317245296298
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1317245296298
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1317245296298
java.vm.specification.version,sysinfo,,,"1.0",1317245296298
java.vm.vendor,sysinfo,,,"Apple Inc.",1317245296298
java.vm.version,sysinfo,,,"20.1-b02-384",1317245296298
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1317245296300
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245302378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245304772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245309982
started,bundle,proclipsing.core,0.2.7,"proclipsing.core",1317245313258
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245381959
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317245381999
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245394314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245446540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245449751
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245460111
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317245460129
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245461193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245463164
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245464041
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245504962
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245505814
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245614317
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245621088
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245625299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317245625321
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245633693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245669878
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245675759
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1317245714475
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1317245714793
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1317245714811
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20110509,"org.eclipse.jdt.launching.macosx",1317245714993
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1317245717060
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1317245717085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245717240
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1317245717471
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1317245717489
started,bundle,org.eclipse.jgit,1.1.0.201109151100-r,"org.eclipse.jgit",1317245718084
started,bundle,org.eclipse.egit.core,1.1.0.201109151100-r,"org.eclipse.egit.core",1317245718114
started,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1317245718151
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245720025
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245723635
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245724221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245729055
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1317245756358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245766260
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245777025
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1317245788355
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1317245788462
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317245788542
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1317245789236
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317245790172
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1317245790239
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317245853953
started,bundle,dch.eclipse.EclipseP5Exporter,0.2.6,"dch.eclipse.EclipseP5Exporter",1317245856159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245856228
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245858715
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317245858748
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245881880
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245964343
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1317245968179
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317245968242
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1317245968368
closed,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1317245968374
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1317245969601
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317245969658
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.SourceView",1317245969675
closed,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1317245969677
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.SourceView",1317245971185
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317245971242
closed,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.SourceView",1317245971255
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317245977046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317246310925
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317246310966
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317246315171
started,bundle,org.eclipse.wb.core.ui,1.1.0.r37x201109091028,"org.eclipse.wb.core.ui",1317246320579
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1317246321741
started,bundle,org.eclipse.wst.validation.ui,1.2.204.v201004150700,"org.eclipse.wst.validation.ui",1317246321742
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1317246321768
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1317246321784
started,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1317246325801
started,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1317246325809
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1317246327889
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1317247760486
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317247760611
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317247760653
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317247795838
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1317247830314
started,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1317247832080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317247908063
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317247908107
executed,command,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors.lineNumberToggle",1317247917806
executed,command,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.edit.text.folding.toggle",1317247927844
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317247932451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317247947911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317247947943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317247951766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317247952402
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317247961011
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248028390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317248028430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248036676
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248073130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248075454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248492709
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317248492755
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248497586
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248595629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1317248595676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248609838
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248710228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248713410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248784837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317248796258
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1317248810499
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248811922
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248896935
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317248911777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248919099
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248922139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1317248922159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248933147
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248935349
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.edit.text.openLocalFile",1317248935351
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248944577
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248989878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1317248989903
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1317248989924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248993546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317248994376
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249005910
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317249006000
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249006000
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249007737
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249007812
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317249010208
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249010592
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249010651
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1317249015296
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1317249015488
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1317249015547
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1317249018153
started,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1317249018350
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249019143
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317249021296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249038573
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317249041550
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249041651
closed,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1317249041667
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317249043330
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.closeProject",1317249054342
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249054552
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249054609
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.closeProject",1317249057268
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.closeProject",1317249059802
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.project.closeProject",1317249062832
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249068992
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249069042
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1317249071647
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249072980
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249073259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317249081988
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249092070
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249117850
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249122399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249201912
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249213562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249216954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317249229716
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249232544
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249235526
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249236438
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249427743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317249435147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249456471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249460519
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1317249466333
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249490119
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249668001
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1317249672614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317249686996
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1317249693963
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317249699190
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317250357937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317250359358
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317250362967
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1317250363309
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.100.20110804-1717,"org.eclipse.m2e.logback.configuration",1317250364211
stopped,bundle,org.eclipse.m2e.discovery,1.0.100.20110804-1717,"org.eclipse.m2e.discovery",1317250364211
stopped,bundle,org.eclipse.m2e.refactoring,1.0.100.20110804-1717,"org.eclipse.m2e.refactoring",1317250364212
stopped,bundle,org.eclipse.m2e.editor,1.0.100.20110804-1717,"org.eclipse.m2e.editor",1317250364212
stopped,bundle,org.eclipse.m2e.editor.xml,1.0.100.20110804-1717,"org.eclipse.m2e.editor.xml",1317250364212
stopped,bundle,org.eclipse.m2e.jdt,1.0.100.20110804-1717,"org.eclipse.m2e.jdt",1317250364212
stopped,bundle,org.eclipse.m2e.launching,1.0.100.20110804-1717,"org.eclipse.m2e.launching",1317250364212
stopped,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1317250364212
stopped,bundle,org.eclipse.ui.cheatsheets,3.4.100.v20110425,"org.eclipse.ui.cheatsheets",1317250364212
stopped,bundle,org.eclipse.help.ui,3.5.101.r37_20110819,"org.eclipse.help.ui",1317250364212
stopped,bundle,org.eclipse.help.webapp,3.6.0.v20110518,"org.eclipse.help.webapp",1317250364212
stopped,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1317250364212
stopped,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1317250364213
stopped,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1317250364213
stopped,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1317250364213
stopped,bundle,org.eclipse.help.base,3.6.1.v201109091335,"org.eclipse.help.base",1317250364213
stopped,bundle,org.eclipse.equinox.http.jetty,2.0.100.v20110502,"org.eclipse.equinox.http.jetty",1317250364225
stopped,bundle,org.eclipse.m2e.core.ui,1.0.100.20110804-1717,"org.eclipse.m2e.core.ui",1317250364225
stopped,bundle,org.eclipse.m2e.core,1.0.100.20110804-1717,"org.eclipse.m2e.core",1317250364225
stopped,bundle,org.eclipse.mylyn.ide.ant,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ant",1317250364225
stopped,bundle,org.eclipse.ant.ui,3.5.100.v20110510,"org.eclipse.ant.ui",1317250364225
stopped,bundle,org.eclipse.ant.launching,1.0.100.v20110506,"org.eclipse.ant.launching",1317250364225
stopped,bundle,org.eclipse.egit.mylyn.ui,1.1.0.201109151100-r,"org.eclipse.egit.mylyn.ui",1317250364225
stopped,bundle,org.eclipse.egit.ui,1.1.0.201109151100-r,"org.eclipse.egit.ui",1317250364225
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1317250364225
stopped,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1317250364225
stopped,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1317250364226
stopped,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1317250364226
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20110305-1450,"org.eclipse.jdt.apt.ui",1317250364226
stopped,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1317250364226
stopped,bundle,org.eclipse.wb.swing.databinding,1.1.0.r37x201109091143,"org.eclipse.wb.swing.databinding",1317250364226
stopped,bundle,org.eclipse.wb.core.databinding,1.1.0.r37x201109091012,"org.eclipse.wb.core.databinding",1317250364226
stopped,bundle,org.eclipse.wb.swing.FormLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.FormLayout",1317250364226
stopped,bundle,org.eclipse.wb.swing.MigLayout,1.1.0.r37x201109091143,"org.eclipse.wb.swing.MigLayout",1317250364226
stopped,bundle,org.eclipse.wb.swing.java6,1.1.0.r37x201109091143,"org.eclipse.wb.swing.java6",1317250364226
stopped,bundle,org.eclipse.wb.swing.jsr296,1.1.0.r37x201109091143,"org.eclipse.wb.swing.jsr296",1317250364226
stopped,bundle,org.eclipse.wb.swing,1.1.0.r37x201109091143,"org.eclipse.wb.swing",1317250364226
stopped,bundle,org.eclipse.wb.core.ui,1.1.0.r37x201109091028,"org.eclipse.wb.core.ui",1317250364226
stopped,bundle,org.eclipse.wb.layout.group,1.1.0.r37x201109091112,"org.eclipse.wb.layout.group",1317250364226
stopped,bundle,org.eclipse.wb.os.macosx,1.1.0.r37x201109091012,"org.eclipse.wb.os.macosx",1317250364226
